pathway	compound	inchikey
map00860	C05912	IGJXAXFFKKRFKU-ISRBKNAYSA-N
map00860	C05913	DKMLMZVDTGOEGU-AIKFXVFZSA-N
map00860	C06319	KIAIWUYRVXWYAI-NTZNHEDZSA-N
map00860	C06320	SOHWQLUTRKYCGZ-YTMGQXKNSA-N
map00860	C06399	ALLJLLMNGBKZLT-XTOXSSBSSA-N
map00860	C06406	KJHZYYJBHKAUHS-NXWQJPGNSA-N
map00860	C06407	IOBDBIPWYQGVMM-VLMJWMIZSA-N
map00860	C06408	IGCZFSMEIXUSJY-RATFVIFXSA-N
map00860	C06416	OUPXZNRNMLYOGK-FNFWWFRLSA-N
map00860	C06503	BYLRAQWTUVCQLV-XTOXSSBSSA-N
map00860	C06504	IADMSJRJSGLGJI-OKJGWHJPSA-M
map00860	C06505	NKLHEMWEQJCPPF-YYYLUSCNSA-M
map00860	C06506	OCNLJCZKGHKJGF-QOCQOLRHSA-M
map00860	C06507	AXZSUSWNAXMBBB-QOCQOLRHSA-M
map00860	C06508	KQXSPGAEBZWHMC-OCUXTBADSA-M
map00860	C06509	MQCMBMUJJHSGIF-OCUXTBADSA-M
map00860	C06510	IQTYKHRKNGVJEO-KTPDRMMFSA-M
map00860	C11242	DSJXIQQMORJERS-AGGZHOMASA-M
map00860	C11243	IOOQHEFLQLMYPZ-GNQFORKWSA-M
map00860	C11538	XZMXJYDTAININL-QIISWYHFSA-L
map00860	C11540	VHHGJROBFDFFAE-QTESGACZSA-M
map00860	C11542	DFFFCFUPOVLDTP-IICGDJHVSA-M
map00860	C11543	RFBIUXAOZAPWCC-RDKWKEIWSA-M
map00860	C11545	DPVDDBUQBNNVPO-WTEINHRPSA-M
map00860	C11630	ZQHDSLZHMAUUQK-ZTYGKHTCSA-N
map00860	C11829	MVCDIAGKFJFPBB-JXBSUKTBNA-M
map00860	C11830	IOQIILLGNAOXJE-JXBSUKTBSA-L
map00860	C11831	YXBIPIDDNARELO-KKNVGXODSA-L
map00860	C11832	IQLDSMIBDORHSF-NYABAGMLSA-L
map00860	C11850	COQGSKNKQZLZEJ-AENOIHSZSA-M
map00860	C11851	RIRRBPQKSNZHKW-AGGZHOMASA-M
map00860	C12147	USRGIUJOYOXOQJ-GBXIJSLDSA-N
map00860	C14818	CWYNVVGOOAEACU-UHFFFAOYSA-N
map00860	C14819	VTLYFUHAOXGGBS-UHFFFAOYSA-N
map00860	C15670	ZGGYGTCPXNDTRV-ONCSLILDNA-L
map00860	C15672	FISPASSVCDRERW-KVGORYHINA-L
map00860	C16242	FMPRUTAGAUSVOA-IBAGIMPYSA-L
map00860	C16243	XHLLHKIBBMZXKO-NXQAVURYSA-L
map00860	C16244	GPKQHTAVLDBECX-HDPLZVLRSA-M
map00860	C16540	QCWXXDQFRHDXNM-IEEIVXFASA-L
map00860	C16541	QPDWBRHRBKXUNS-IEEIVXFASA-L
map00860	C17401	RQHZZQLPDALGEQ-CYGMIEPJSA-L
map00860	C18021	NSFSLUUZQIAOOX-QEWKCGBTSA-N
map00860	C18022	ZDEZVOKVUGXDCZ-FATBKOMMSA-N
map00860	C18064	IEGUQQKIFBYXLG-CDIXLCFRSA-N
map00860	C18098	ULSSSZOYSMVFIJ-NPQUFKRBSA-N
map00860	C18151	QGHLDVDZKNSEFX-VBYMZDBQSA-M
map00860	C18152	AVEDVDGOEJPOAB-OPCBFVLCSA-L
map00860	C18153	NYDYYMZNENQZAP-OFTKYRGTSA-L
map00860	C18154	XHIUJNYELFMQPP-MKOLCNDBSA-L
map00860	C18155	PSDHRHYLLJOFOB-UJPFUILDSA-L
map00860	C18156	PHSJREAVLQHRMS-QKPRITNQSA-L
map00860	C18157	BJEMYNDCFDVJRP-PVMVIUQGSA-L
map00860	C18160	
map00860	C18161	
map00860	C18162	
map00860	C18163	
map00860	C19608	
map00860	C20666	PKYGGJJSPHKEPX-SOSDAJRSSA-N
map00860	C21217	HBYYRBWSVSZZHE-FVVSHTJESA-M
map00860	C21284	SXDINBXHOHHTMY-RGGAHWMASA-L
map00860	C21427	MTAJKCVEQFETKU-COBSGTNCSA-L
map00860	C21428	KEGFWQJFYCEKAJ-ZWHLOQRUSA-L
map00860	C21429	OFLMPYMLTXUROB-ZWHLOQRUSA-L
map00860	C21431	NLKXTSVNFLJGKK-TTWAWOKTSA-L
map00860	C21432	JJYGQZHZFWZHNN-NQGUIJHUSA-L
map00860	C21433	NSOSKWVVTZUIQV-NTEXVCEMSA-L
map00860	C21434	QTRGNGZVYMENNF-IWFUKJHNSA-L
map00860	C21435	DNNWQFPEQNQDGN-REDGTFATSA-M
map00860	C21510	CSCBRZIGJLRQGM-QIISWYHFSA-L
map00860	C21511	RIGHEWUFSUWNMM-QIISWYHFSA-L
map00860	C21512	HHAOAZMDQIXGKF-MYQROCLPSA-M
map00860	C21582	
map00860	C21723	XGNGXVWCKBFXIY-BKWOBGJNNA-N
map00860	C21724	TXGRNAAVTFLEFF-IONLHYSMSA-N
map00860	C21764	KRKSOBREFNTJJY-UHFFFAOYSA-N
map00860	C21835	JJIIPBCQUZPJAW-MQNDWNIASA-L
map00860	C22338	XLQCGNUTSJTZNF-YDXXJHAFSA-L
map00860	C22339	YTCKFKAUGWIMPJ-FSQDTXDGSA-L
map00860	C22450	ILMHAGCURJPNRZ-UHFFFAOYSA-N
map00860	C22451	NTRDUQMAJNJZAW-UHFFFAOYSA-N
map00130	C00082	OUYCCCASQSFEME-QMMMGPOBSA-N
map00130	C00156	FJKROLUGYXJWQN-UHFFFAOYSA-N
map00130	C00223	DMZOKBALNZWDKI-MATMFAIHSA-N
map00130	C00251	WTFXTQVDAKGDEY-HTQZYQBOSA-N
map00130	C00341	GVVPGTZRZFNKDS-JXMROGBWSA-N
map00130	C00353	OINNEUNVOZHBOX-QIRCYJPOSA-N
map00130	C00390	RNUCUWWMTTWKAH-JLHYYAGUSA-N
map00130	C00423	WBYWAXJHAXSJNI-VOTSOKGWSA-N
map00130	C00544	IGMNYECMUMZDDF-UHFFFAOYSA-N
map00130	C00811	NGSWKAQJJWESNS-ZZXKWVIFSA-N
map00130	C00828	PTWSIIUEOFZCHW-NTCAYCPXSA-N
map00130	C00885	NTGWPRCCOQCMGE-YUMQZZPRSA-N
map00130	C01179	KKADPXVIOXHVKN-UHFFFAOYSA-N
map00130	C02059	MBWXNTAXLNYFJB-LKUDQCMENA-N
map00130	C02477	GVJHHUAWPYXKBD-IEOSBIPESA-N
map00130	C02483	QUEDXNHFTDJVIY-DQCZWYHMSA-N
map00130	C02730	YIVWQNVQRXFZJB-UHFFFAOYSA-N
map00130	C02949	LTVXPVBFJBTNIJ-TYHXJLICSA-N
map00130	C03160	KVAQAPQXOXTRAE-HSJNEKGZSA-N
map00130	C03313	BUFJIHPUGZHTHL-NKFFZRIASA-N
map00130	C03657	VOJUXHHACRXLTD-UHFFFAOYSA-N
map00130	C03964	JVGVDSSUAVXRDY-MRVPVSSYSA-N
map00130	C03993	XSSDYIMYZONMBL-BZNQNGANSA-N
map00130	C04145	IVLBHBFTRNVIAP-MEGGAXOGSA-N
map00130	C05427	ITPLBNCCPZSWEU-PYDDKJGSSA-N
map00130	C05807	GWMVTXXXCDWZQS-SDNWHVSQSA-N
map00130	C05817	QJYRAJSESKVEAE-PSASIEDQSA-N
map00130	C05819	CZHYZLLLSCZMRL-NTCAYCPXSA-N
map00130	C05847	GVVPGTZRZFNKDS-JXMROGBWSA-N
map00130	C05848	HKIMBCGCVPYUTJ-NTUHNPAUSA-N
map00130	C05849	KUTXFBIHPWIDJQ-LKUDQCMENA-N
map00130	C06986	ZKEVGLUAKGKGMO-UHFFFAOYNA-N
map00130	C10793	ZSCRTFONTNMQBL-NTUHNPAUSA-N
map00130	C13309	UDYIPZFWVJJQJF-NCELDCMTNA-N
map00130	C14151	GZIFEOYASATJEH-VHFRWLAGSA-N
map00130	C14152	WGVKWNUPNGFDFJ-CBIUGAAKSA-N
map00130	C14153	RZFHLOLGZPDCHJ-XZXLULOTSA-N
map00130	C14154	FGYKUFVNYVMTAM-WAZJVIJMSA-N
map00130	C14155	OTXNTMVVOOBZCV-WAZJVIJMSA-N
map00130	C14156	ODADKLYLWWCHNB-LDYBVBFYSA-N
map00130	C15547	PYTINLGPKDJURZ-HSJNEKGZSA-N
map00130	C15882	GTWCNYRFOZKWTL-UOFXASEASA-N
map00130	C15883	SUFZKUBNOVDJRR-WGEODTKDSA-N
map00130	C16519	XYCATPIYKOARSZ-OAIFWDMCSA-N
map00130	C16695	IJBLJLREWPLEPB-IQSNHBBHSA-N
map00130	C16999	VEDWXCWBMDQNCV-SCFUHWHPSA-N
map00130	C17010	XWPBBHHZDYSYMS-ZXRVKKJVSA-N
map00130	C17017	BAUPPZJHTWBQAS-UJLSLHKQSA-N
map00130	C17018	HVZYIHBMRFYBRI-UHFFFAOYSA-N
map00130	C17412	NEZONWMXZKDMKF-SNVBAGLBSA-N
map00130	C17551	OHIFDLLQIRSMJS-JLHYYAGUSA-N
map00130	C17552	ZNGWNKADFSBHQZ-SDNWHVSQSA-N
map00130	C17554	GJZLZMVQYJZMIO-KPKJPENVSA-N
map00130	C17559	HKFHKFTYNQVIHQ-MDWZMJQESA-N
map00130	C17570	SWKACZQJGXABCN-JSGWLJPKSA-N
map00130	C18131	HKIMBCGCVPYUTJ-NTUHNPAUSA-N
map00130	C18132	JIPPNUPHXUEYHJ-MLPAPPSSSA-N
map00130	C18133	VOMDIEGPEURZJO-UHFFFAOYSA-N
map00130	C18134	MQVIMAJNAQWVSP-UHFFFAOYNA-N
map00130	C18135	RLSJCCIBFMIPMJ-UHFFFAOYNA-N
map00130	C19847	WASWRHBQWJCLSQ-RVDMUPIBSA-N
map00130	C19858	MIBBNDQZWHJYTI-MDWZMJQESA-N
map00130	C19859	ZIYLNDWDLXUAJL-UKTHLTGXSA-N
map00130	C20265	ZEACJJRPAPKYKW-NTCAYCPXNA-N
map00130	C20737	DOWCCBNJUZOLRJ-MLAGYPMBSA-N
map00130	C20738	QFMVWSPTQOCGTB-TUZVQDLTSA-N
map00130	C20772	HGVAHYJMDVROLE-UHFFFAOYSA-N
map00130	C20773	JSTYUEOJPRFLHR-SCFUHWHPSA-N
map00130	C21084	AEFNZGGBWOQYID-NCELDCMTNA-N
map00130	C21860	YXHMZLSQEVISMN-FMIVXFBMSA-N
map00130	C22039	UZSCBEJDBQICON-UHFFFAOYSA-N
map00900	C00022	LCTONWCANYUPML-UHFFFAOYSA-N
map00900	C00024	ZSLZBFCDCINBPY-ZSJPKINUSA-N
map00900	C00118	LXJXRIRHZLFYRP-VKHMYHEASA-N
map00900	C00129	NUHSROFQTUXZQQ-UHFFFAOYSA-N
map00900	C00235	CBIDRCWHNCKSTO-UHFFFAOYSA-N
map00900	C00332	OJFDKHTZOUZBOS-CITAKDKDSA-N
map00900	C00341	GVVPGTZRZFNKDS-JXMROGBWSA-N
map00900	C00353	OINNEUNVOZHBOX-QIRCYJPOSA-N
map00900	C00356	CABVTRNMFUVUDM-VRHQGPGLSA-N
map00900	C00418	KJTLQQUUPVSXIM-ZCFIWIBFSA-N
map00900	C00448	VWFJDQUYCIWHTN-YFVJMOTDSA-N
map00900	C01107	OKZYCXHTTZZYSK-ZCFIWIBFSA-N
map00900	C01126	CRDAMVZIKSXKFV-YFVJMOTDSA-N
map00900	C01143	SIGQQUBJQXSAMW-ZCFIWIBFSA-N
map00900	C01230	NGFSMHKFTZROKJ-MMSZMYIBSA-N
map00900	C02321	
map00900	C03461	YHRUHBBTQZKMEX-YFVJMOTDSA-N
map00900	C04145	IVLBHBFTRNVIAP-MEGGAXOGSA-N
map00900	C04146	IKKLDISSULFFQO-DJMILUHSSA-N
map00900	C04216	LSJLEXWXRKTZAJ-YUIIPXGZSA-N
map00900	C04506	
map00900	C04574	NTXGVHCCXVHYCL-NTDVEAECSA-N
map00900	C04748	
map00900	C05427	ITPLBNCCPZSWEU-PYDDKJGSSA-N
map00900	C05859	JMVSBFJBMXQNJW-PSTDWBAXSA-N
map00900	C06081	YHTCXUSSQJMLQD-PSTDWBAXSA-N
map00900	C11434	XMWHRVNVKDKBRG-UHNVWZDZSA-N
map00900	C11435	YFAUKWZNPVBCFF-XHIBXCGHSA-N
map00900	C11436	HTJXTKBIUVFUAR-XHIBXCGHSA-N
map00900	C11437	AJPADPZSRRUGHI-RFZPGFLSSA-N
map00900	C11453	SFRQRNJMIIUYDI-UHNVWZDZSA-N
map00900	C11811	MDSIZRKJVDMQOQ-GORDUTHDSA-N
map00900	C16521	RRHGJUQNOFWUDK-UHFFFAOYSA-N
map00900	C16826	VWFJDQUYCIWHTN-PVMFERMNSA-N
map00900	C17432	FSCYHDCTHRVSKN-CMVHWAPMSA-N
map00900	C18321	FSCYHDCTHRVSKN-DJNGBRKISA-N
map00900	C19691	SYSLNQMKLROGCL-BCYUYYMPSA-N
map00900	C19760	VWFJDQUYCIWHTN-FBXUGWQNSA-N
map00900	C19852	NTXGVHCCXVHYCL-RTRZQXHFSA-N
map00900	C19853	OINNEUNVOZHBOX-MVRGCTHJSA-N
map00900	C20120	
map00900	C20121	ALEWCKXBHSDCCT-YFVJMOTDSA-N
map00900	C20345	QMZRXYCCCYYMHF-UHFFFAOYSA-N
map00900	C20847	VWCNCYQNEAUWMQ-ZCFIWIBFSA-N
map00900	C20848	DKXZSGIZFNWMLJ-ZCFIWIBFSA-N
map00900	C22453	OEFZZOSHOIKWRU-SNAWJCMRSA-N
map00902	C00341	GVVPGTZRZFNKDS-JXMROGBWSA-N
map00902	C00400	NOOLISFMXDJSKH-KXUCPTDWSA-N
map00902	C00521	XMGQYMWWDOXHJM-SNVBAGLBSA-N
map00902	C00553	NOOLISFMXDJSKH-UTLUCORTSA-N
map00902	C00808	DSSYKIVIOFKYAU-XCBNKYQSSA-N
map00902	C00843	NFLGAXVYCFJBMK-BDAKNGLRSA-N
map00902	C00848	CCBAAZXPXFYPBE-UHFFFAOYNA-N
map00902	C00964	BAVONGHXFVOKBV-ZJUUUORDSA-N
map00902	C01123	OLAKPNFIICOONC-ZJUUUORDSA-N
map00902	C01433	AMBQHHVBBHTQBF-UOUCRYGSSA-N
map00902	C01500	GLZPCOQZEFWAFX-JXMROGBWSA-N
map00902	C01512	JNNGEAWILNVFFD-CDJYTOATSA-N
map00902	C01765	DTGKSKDOIYIVQL-ZCUBBSJVSA-N
map00902	C01767	ULDHMXUKGWMISQ-SECBINFHSA-N
map00902	C01852	CSKKDSFETGLMSB-NRZPKYKESA-N
map00902	C01957	PUEUIRDVQIKCCG-ZASXJUAOSA-N
map00902	C02344	IAIHUHQCLTYTSF-MRTMQBJTSA-N
map00902	C02452	NDTYTMIUWGWIMO-SNVBAGLBSA-N
map00902	C02462	KXSDPILWMGFJMM-OPRDCNLKSA-N
map00902	C02485	SEZLYIWMVRUIKT-SECBINFHSA-N
map00902	C03092	YVCUGZBVCHODNB-ZCUBBSJVSA-N
map00902	C03190	VZPAJODTZAAANV-ZCUBBSJVSA-N
map00902	C04433	NSMIMJYEKVSYMT-RMKNXTFCNA-N
map00902	C04718	KAUZXNDCPVMFCH-UHFFFAOYNA-N
map00902	C06066	AWQSAIIDOMEEOD-UHFFFAOYNA-N
map00902	C06070	PFGBAVLSGZLAAY-JYPFKNLRSA-N
map00902	C06071	KMHXLGLJTQHEIM-OUEWTLASSA-N
map00902	C06074	UAHWPYUMFXYFJY-UHFFFAOYSA-N
map00902	C06099	XMGQYMWWDOXHJM-JTQLQIEISA-N
map00902	C06304	CRPUJAZIXJMDBK-DTWKUNHWSA-N
map00902	C06305	CRPUJAZIXJMDBK-BDAKNGLRSA-N
map00902	C06307	WTARULDDTDQWMU-IUCAKERBSA-N
map00902	C06308	GRWFGVWFFZKLTI-IUCAKERBSA-N
map00902	C09769	IBIPGYWNOBGEMH-DILZHRMZSA-N
map00902	C09782	DUAGQYUORDTXOR-GPQRQXLASA-N
map00902	C09804	OJGPEAXUHQRLNC-CEPLBNANSA-N
map00902	C09844	WEEGYLXZBRQIMU-UHFFFAOYSA-N
map00902	C09893	NZGWDASTMWDZIW-MRVPVSSYSA-N
map00902	C11382	BQOFWKZOCNGFEC-BDAKNGLRSA-N
map00902	C11383	ULDHMXUKGWMISQ-VIFPVBQESA-N
map00902	C11388	CDOSHBSSFJOMGT-JTQLQIEISA-N
map00902	C11389	CDOSHBSSFJOMGT-SNVBAGLBSA-N
map00902	C11393	WUOACPNHFRMFPN-SECBINFHSA-N
map00902	C11409	BAVONGHXFVOKBV-VHSXEESVSA-N
map00902	C11636	DSXFHNSGLYXPNG-YDYVGBNJSA-N
map00902	C11672	HOKQPTUPMSNUAF-OGJQONSISA-N
map00902	C11673	ZJDOESGVOWAULF-OGJQONSISA-N
map00902	C11951	RMIANEGNSBUGDJ-RKDXNWHRSA-N
map00902	C11952	NFLGAXVYCFJBMK-RKDXNWHRSA-N
map00902	C17621	PREUOUJFXMCMSJ-TXFIJWAUSA-N
map00902	C17622	GRHWFPUCRVCMRY-TXFIJWAUSA-N
map00902	C18025	YGWKXXYGDYYFJU-SSDOTTSWSA-N
map00902	C18027	GGAXPLCKKANQED-BDAKNGLRSA-N
map00902	C20221	HRVZNWRZLYDLBU-RMKNXTFCNA-N
map00902	C20789	DKGYTSKPMLWLEI-FIZOKRMRSA-N
map00902	C20790	GGFAHFSRIITJIJ-NONSRLQASA-N
map00902	C20943	NHMKYUHMPXBMFI-JTQLQIEISA-N
map00902	C20944	RPDIIOSMVGHNKJ-UHFFFAOYSA-N
map00902	C21203	FFOWJDCTFSWUMJ-JXMROGBWSA-N
map00902	C22014	HNINLNSOSQUTPL-JZKKDOLYSA-N
map00902	C22225	CUVKIWGKVWHEEO-BVRNBXKUSA-N
map00909	C00448	VWFJDQUYCIWHTN-YFVJMOTDSA-N
map00909	C00751	YYGNTYWPHWGJRM-AAJYLUCBSA-N
map00909	C01054	QYIMSPSDBYKPPY-RSKUXYSASA-N
map00909	C01126	CRDAMVZIKSXKFV-YFVJMOTDSA-N
map00909	C01841	YGIVIHRLDOVJLL-DPORPMIOSA-N
map00909	C01860	YFLSTROSSKYYNK-CABCVRRESA-N
map00909	C02004	YONHOSLUBQJXPR-KCQAQPDRSA-N
map00909	C03220	CRDAMVZIKSXKFV-PVMFERMNSA-N
map00909	C03428	ATZKAUGGNMSCCY-VVFNRDJMSA-N
map00909	C03461	YHRUHBBTQZKMEX-YFVJMOTDSA-N
map00909	C06079	GSPFUBNBRPVALJ-VIEAGMIOSA-N
map00909	C06080	UKOTXHQERFPCBU-YQPARWETSA-N
map00909	C06083	BFNSRKHIVITRJP-VJBYBJRLSA-N
map00909	C06309	PNJBOAVCVAVRGR-UDCAXGDQSA-N
map00909	C06310	HHXYJYBYNZMZKX-PYQRSULMSA-N
map00909	C06394	FUCYIEXQVQJBKY-ZFWWWQNUSA-N
map00909	C07667	QBKSWRVVCFFDOT-UHFFFAOYSA-N
map00909	C08615	FSLPMRQHCOLESF-SFMCKYFRSA-N
map00909	C08616	JFSHUTJDVKUMTJ-QHPUVITPSA-N
map00909	C08628	MQYXUWHLBZFQQO-QGTGJCAVSA-N
map00909	C08637	GGGUGZHBAOMSFJ-GADYQYKKSA-N
map00909	C09382	HRYLQFBHBWLLLL-AHNJNIBGSA-N
map00909	C09627	BXXSHQYDJWZXPB-OKNSCYNVSA-N
map00909	C09629	NPNUFJAVOOONJE-GFUGXAQUSA-N
map00909	C09665	CXENHBSYCFFKJS-VDQVFBMKSA-N
map00909	C09666	JSNRRGGBADWTMC-NTCAYCPXSA-N
map00909	C09672	GXEGJTGWYVZSNR-SJRHNVSNSA-N
map00909	C09684	FAMPSKZZVDUYOS-HRGUGZIWSA-N
map00909	C09699	PDSNLYSELAIEBU-UHFFFAOYNA-N
map00909	C09704	FQTLCLSUCSAZDY-ATGUSINASA-N
map00909	C09723	YOVSPTNQHMDJAG-QLFBSQMISA-N
map00909	C09737	FGCUSSRGQNHZRW-UMVBOHGHSA-N
map00909	C12142	WEZDOYDDKIHCLM-RBSFLKMASA-N
map00909	C16028	HMTAHNDPLDKYJT-CBBWQLFWSA-N
map00909	C16141	XMRKUJJDDKYUHV-DFSVIBJJSA-N
map00909	C16142	GAIBLDCXCZKKJE-RXJOXMPGSA-N
map00909	C16143	ZVZPKUXZGROCDB-BRNABIDRSA-N
map00909	C16269	CYLSPJUZBPWJGC-ITDIGPHOSA-N
map00909	C16286	JLPUXFOGCDVKGO-TUAOUCFPSA-N
map00909	C16775	XZRVRYFILCSYSP-OAHLLOKOSA-N
map00909	C16814	XBGUIVFBMBVUEG-CCEZHUSRSA-N
map00909	C16829	FNXUOGPQAOCFKU-PVYBRLDNSA-N
map00909	C17277	QEBNYNLSCGVZOH-NFAWXSAZSA-N
map00909	C17953	ZRRTYQUKAJCICD-AVNXNWIJSA-N
map00909	C17954	SHUZZAXJEJPUGA-CCUNJIBTSA-N
map00909	C17955	ZRRTYQUKAJCICD-APAOZMKASA-N
map00909	C18245	SVURIXNDRWRAFU-SUWDNJBVSA-N
map00909	C19676	NDZJCEAHBZKIDU-KGSGWQTPSA-N
map00909	C19678	IBJVPIJUFFVDBS-JBMXZMKISA-N
map00909	C19708	YONHOSLUBQJXPR-UMVBOHGHSA-N
map00909	C19711	QRPWLSKPROEDAH-KBUPBQIOSA-N
map00909	C19732	NTWLPZMPTFQYQI-FLZFTVBESA-N
map00909	C19736	KWFJIXPIFLVMPM-HTXFPXQUSA-N
map00909	C19740	RMKQBFUAKZOVPQ-JALIKCBVSA-N
map00909	C19742	VEGYMPQCXPVQJY-OAHLLOKOSA-N
map00909	C19746	FQTLCLSUCSAZDY-GOFCXVBSSA-N
map00909	C19747	WYGLLWYGQRUNLF-XZCMGSLHSA-N
map00909	C19748	XBGUIVFBMBVUEG-PFONDFGASA-N
map00909	C19749	YHBUQBJHSRGZNF-VGOFMYFVNA-N
map00909	C19752	BKRLNEMLMVJATK-CYBMUJFWSA-N
map00909	C19753	JOCWPECWTZZSSX-MELADBBJSA-N
map00909	C19755	GGHMUJBZYLPWFD-HUNCPNHISA-N
map00909	C19801	MCSMMGJCXCBSKD-KTLHYBCNSA-N
map00909	C19819	WSPRAEIJBDUDRX-FBJXRMALSA-N
map00909	C19820	CKYVHRSYUPJCLG-BIUZNXKKSA-N
map00909	C19828	KCSCTOANDBOIGV-ZFAZNOKVSA-N
map00909	C19829	NLHQJXWYMZLQJY-TXNIMPHESA-N
map00909	C19832	DGAGPZOBTQYNRE-NQCQTZSJSA-N
map00909	C19833	QMUXVPRGNJLGRT-PNTWTTAKSA-N
map00909	C19834	SEXOMBPXHYAKHY-YCJSVCQFSA-N
map00909	C19835	CIDHBCQEXDUWEB-HJSIMFEZSA-N
map00909	C19863	YDNYDUBBAZTLTQ-LIVJDELJSA-N
map00909	C19908	WLNGPDPILFYWKF-HNNXBMFYSA-N
map00909	C19918	MLVSYGCURCOSKP-FXCPCPCLSA-N
map00909	C19939	JWMGZDVPJPOYGL-HJIFLFLRSA-N
map00909	C19973	NPNUFJAVOOONJE-IOMPXFEGSA-N
map00909	C19974	FUQAYSQLAOJBBC-KCGXDXBQSA-N
map00909	C20159	OZQAPQSEYFAMCY-SOUVJXGZSA-N
map00909	C20163	OZQAPQSEYFAMCY-RBSFLKMASA-N
map00909	C20181	BLGPPSRDEKNCLT-CDWXYHGHSA-N
map00909	C20187	OPDQSNQDIGJUIR-FEHKDBFISA-N
map00909	C20191	BMTRRCREWLAQBX-CHJNBIAGSA-N
map00909	C20192	VNBRFEUEYRHQBM-OPEBEUCHSA-N
map00909	C20193	BVMWOSNBDNNUBA-NBANTFJXSA-N
map00909	C20195	DICCPNLDOZNSML-CEEMYSEHSA-N
map00909	C20200	XJJAVFWIAXATMT-KNUFMLCHSA-N
map00909	C20478	NPNUFJAVOOONJE-QWAJQTJBSA-N
map00909	C20479	RGZSQWQPBWRIAQ-GJZGRUSLSA-N
map00909	C20724	WXQGPFZDVCRBME-BPLDGKMQSA-N
map00904	C00353	OINNEUNVOZHBOX-QIRCYJPOSA-N
map00904	C00859	JLJLRLWOEMWYQK-OBDJNFEBSA-N
map00904	C01414	ZJMVJDFTNPZVMB-QOCMWZQCNA-N
map00904	C01699	IXORZMNAPKEEDV-OBDJNFEBSA-N
map00904	C02034	VNCQCPQAMDQEBY-YCXUMCKNSA-N
map00904	C02035	OXFPYCSNYOFUCH-KQBHUUJHSA-N
map00904	C03579	WZRRJZYYGOOHRC-UQJCXHNCSA-N
map00904	C06086	XDSYKASBVOZOAG-RAUXBKROSA-N
map00904	C06087	RSWGJHLUYNHPMX-ONCXSQPRSA-N
map00904	C06088	NOFOAYPPHIUXJR-KQNRYIIMSA-N
map00904	C06089	JCAIWDXKLCEQEO-PGHZQYBFSA-N
map00904	C06090	ONVABDHFQKWOSV-ZJXASSBSSA-N
map00904	C06091	XFSBVAOIAHNAPC-XTHSEXKGSA-N
map00904	C06092	MGAZMNWJFPAAIU-FEDPRYSUSA-N
map00904	C06093	ZCTUNYRXJKLWPY-YBNSQJHGSA-N
map00904	C06094	CZEMYYICWZPENF-VOLTXKGXSA-N
map00904	C06095	AXEUUXHMKSPQAI-YTJHIPEWSA-N
map00904	C06096	BKBYHSYZKIAJDA-WWSAFQOPSA-N
map00904	C07394	RCINICONZNJXQF-VAZQATRQSA-N
map00904	C07601	FPUXKXIZEIDQKW-TVPHMGRTSA-N
map00904	C09092	QXNWVJOHUAQHLM-AZUAARDMSA-N
map00904	C09094	OJISWRZIEWCUBN-QIRCYJPOSA-N
map00904	C09118	MXYATHGRPJZBNA-KRFUXDQASA-N
map00904	C09163	ATHWSPHADLLZSS-PXNSSMCTSA-N
map00904	C09183	XVULBTBTFGYVRC-HHUCQEJWSA-N
map00904	C09189	UEDUENGHJMELGK-HYDKPPNVSA-N
map00904	C11700	YWLXLRUDGLRYDR-ZHPRIASZSA-N
map00904	C11853	YMDYUWHAQBYOMU-HYAYUQHRSA-N
map00904	C11854	JBJGOHHQQSPYTO-BLMVKCSQSA-N
map00904	C11855	CFYSKMXAQIWPNE-SBECISRQSA-N
map00904	C11857	UJFQJDAESQJXTG-UFUZVNNQSA-N
map00904	C11858	NJEWNTGSXKRWKA-MJPABCAUSA-N
map00904	C11859	UAKKWAVFAPTAOA-SQLMURCQSA-N
map00904	C11860	TZGXVFYTKTWKCU-CXXOJBQZSA-N
map00904	C11861	QQRSSHFHXYSOMF-CXXOJBQZSA-N
map00904	C11862	JZBLVVPDEDCVQA-SQLMURCQSA-N
map00904	C11863	MHVYWTXXZIFXDT-YGNOGLJPSA-N
map00904	C11864	RSQSQJNRHICNNH-NFMPGMCNSA-N
map00904	C11865	HHDWSDSMWJQURA-MHKXYFPYSA-N
map00904	C11866	NJHXRWOUQCGQAV-YGNOGLJPSA-N
map00904	C11867	SEEGHKWOBVVBTQ-NFMPGMCNSA-N
map00904	C11868	IGZIQAJJXGRAJF-TXZPEUJSSA-N
map00904	C11869	ZHUFJGRQVHLFRM-ONBGMUNTSA-N
map00904	C11870	NAOFYNMJUGRAFS-UWSJOQIXSA-N
map00904	C11871	ZOWHLBOPCIHIHW-KQBHUUJHSA-N
map00904	C11872	TUJQVRFWMWRMIO-XRNRSJMDSA-N
map00904	C11873	JCAVDWHQNFTFBW-XRNRSJMDSA-N
map00904	C11874	NIKHGUQULKYIGE-OTCXFQBHSA-N
map00904	C11875	KMLXVEXJZSTMBV-YDIYEOSVSA-N
map00904	C11876	MXCZWKLLVGCJTB-MFOCMZDKSA-N
map00904	C11877	XDSYKASBVOZOAG-LFGUQSLTSA-N
map00904	C11878	BBPXZLJCPUPNGH-CMKODMSKSA-N
map00904	C11879	ASPVQUYRFYUDSC-CMKODMSKSA-N
